ts_ms,p[0],p[1],p[2],v[0],v[1],v[2],q[0],q[1],q[2],q[3],b_acc[0],b_acc[1],b_acc[2],b_gyro[0],b_gyro[1],b_gyro[2],b_baro,yaw_rad,heading_meas_rad,heading_innovation_rad,heading_gate_threshold,gps_vel_chi2,gps_vel_chi2_threshold,timestamp_us,mode,flags,heading_update_result,gps_vel_accepted
44296,0,6.20719e-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44298,-38.2367,6.46819,61.7587,-15.9017,4.18471,41.7737,-0.855432,-0.162284,0.436012,-0.227581,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.403,0.447628,0,0,0,0,0,43770069,2,0,0,0
44300,-38.2367,6.46819,61.7587,-15.9017,4.18471,41.7737,-0.855432,-0.162284,0.436012,-0.227581,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.403,0.447628,0,0,0,0,0,43770069,2,0,0,0
44302,-38.2367,6.46819,61.7587,-15.9017,4.18471,41.7737,-0.855432,-0.162284,0.436012,-0.227581,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.403,0.447628,0,0,0,0,0,43770069,2,0,0,0
44305,-38.2367,6.46819,61.7587,-15.9017,4.18471,41.7737,-0.855432,-0.162284,0.436012,-0.227581,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.403,0.447628,0,0,0,0,0,43770069,2,0,0,0
44307,-38.2367,6.46819,61.7587,-15.9017,4.18471,41.7737,-0.855432,-0.162284,0.436012,-0.227581,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.403,0.447628,0,0,0,0,0,43770069,2,0,0,0
44309,-38.2367,6.46819,61.7587,-15.9017,4.18471,41.7737,-0.855432,-0.162284,0.436012,-0.227581,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.403,0.447628,0,0,0,0,0,43770069,2,0,0,0
44311,-38.2367,6.46819,61.7587,-15.9017,4.18471,41.7737,-0.855432,-0.162284,0.436012,-0.227581,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.403,0.447628,0,0,0,0,0,43770069,2,0,0,0
44313,-38.2367,6.46819,61.7587,-15.9017,4.18471,41.7737,-0.855432,-0.162284,0.436012,-0.227581,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.403,0.447628,0,0,0,0,0,43770069,2,0,0,0
44313,0,6.20957e-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44315,-38.2367,6.46819,61.7587,-15.9017,4.18471,41.7737,-0.855432,-0.162284,0.436012,-0.227581,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.403,0.447628,0,0,0,0,0,43770069,2,0,0,0
44318,-38.2367,6.46819,61.7587,-15.9017,4.18471,41.7737,-0.855432,-0.162284,0.436012,-0.227581,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.403,0.447628,0,0,0,0,0,43770069,2,0,0,0
44320,-38.2367,6.46819,61.7587,-15.9017,4.18471,41.7737,-0.855432,-0.162284,0.436012,-0.227581,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.403,0.447628,0,0,0,0,0,43770069,2,0,0,0
44322,-38.2367,6.46819,61.7587,-15.9017,4.18471,41.7737,-0.855432,-0.162284,0.436012,-0.227581,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.403,0.447628,0,0,0,0,0,43770069,2,0,0,0
44324,-38.2367,6.46819,61.7587,-15.9017,4.18471,41.7737,-0.855432,-0.162284,0.436012,-0.227581,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.403,0.447628,0,0,0,0,0,43770069,2,0,0,0
44326,-38.2367,6.46819,61.7587,-15.9017,4.18471,41.7737,-0.855432,-0.162284,0.436012,-0.227581,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.403,0.447628,0,0,0,0,0,43770069,2,0,0,0
44328,-38.2367,6.46819,61.7587,-15.9017,4.18471,41.7737,-0.855432,-0.162284,0.436012,-0.227581,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.403,0.447628,0,0,0,0,0,43770069,2,0,0,0
44330,-38.2367,6.46819,61.7587,-15.9017,4.18471,41.7737,-0.855432,-0.162284,0.436012,-0.227581,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.403,0.447628,0,0,0,0,0,43770069,2,0,0,0
44330,0,6.21196e-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44332,-38.2367,6.46819,61.7587,-15.9017,4.18471,41.7737,-0.855432,-0.162284,0.436012,-0.227581,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.403,0.447628,0,0,0,0,0,43770069,2,0,0,0
44334,-38.2367,6.46819,61.7587,-15.9017,4.18471,41.7737,-0.855432,-0.162284,0.436012,-0.227581,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.403,0.447628,0,0,0,0,0,43770069,2,0,0,0
44336,-38.2367,6.46819,61.7587,-15.9017,4.18471,41.7737,-0.855432,-0.162284,0.436012,-0.227581,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.403,0.447628,0,0,0,0,0,43770069,2,0,0,0
44338,-38.2367,6.46819,61.7587,-15.9017,4.18471,41.7737,-0.855432,-0.162284,0.436012,-0.227581,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.403,0.447628,0,0,0,0,0,43770069,2,0,0,0
44340,-38.2367,6.46819,61.7587,-15.9017,4.18471,41.7737,-0.855432,-0.162284,0.436012,-0.227581,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.403,0.447628,0,0,0,0,0,43770069,2,0,0,0
44342,-38.2367,6.46819,61.7587,-15.9017,4.18471,41.7737,-0.855432,-0.162284,0.436012,-0.227581,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.403,0.447628,0,0,0,0,0,43770069,2,0,0,0
44344,-38.2367,6.46819,61.7587,-15.9017,4.18471,41.7737,-0.855432,-0.162284,0.436012,-0.227581,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.403,0.447628,0,0,0,0,0,43770069,2,0,0,0
44346,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44346,0,6.2142e-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44348,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44350,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44352,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44354,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44355,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44357,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44359,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44361,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44362,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44362,0,6.21644e-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44364,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44366,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44367,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44369,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44370,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44372,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44374,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44375,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44377,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44379,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44379,0,6.21882e-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44380,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44382,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44383,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44385,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44387,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44388,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44390,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44391,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44393,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44394,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44396,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44396,0,6.2212e-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44398,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44399,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44401,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44402,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44404,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44405,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44406,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44408,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44409,-38.2363,6.46812,61.7488,-15.9033,4.18491,41.7702,-0.855399,-0.162255,0.436079,-0.2276,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44776,0,0,0,0,0,43770069,2,0,0,0
44411,-38.2408,6.46932,61.7517,-15.9038,4.18624,41.7711,-0.855438,-0.162207,0.436021,-0.227599,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.447806,0,0,0,0,0,44389959,1,0,0,0
44413,-38.2681,6.47652,61.8235,-15.8982,4.19256,41.7966,-0.855846,-0.162097,0.435312,-0.227497,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.447333,0,0,0,0,0,44391710,1,0,0,0
44413,0,6.22359e-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44415,-38.2979,6.48438,61.9018,-15.892,4.19945,41.8243,-0.856293,-0.161979,0.434538,-0.22738,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.446798,0,0,0,0,0,44393617,1,0,0,0
44416,-38.3277,6.49226,61.9802,-15.8857,4.2063,41.8521,-0.856737,-0.161859,0.433767,-0.227265,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.446279,0,0,0,0,0,44395511,1,0,0,0
44418,-38.3575,6.50015,62.0587,-15.8795,4.21314,41.8799,-0.857182,-0.16174,0.432992,-0.227152,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.445764,0,0,0,0,0,44397386,1,0,0,0
44420,-38.3847,6.50739,62.1307,-15.8737,4.21944,41.9053,-0.857589,-0.161628,0.432283,-0.227046,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.445294,0,0,0,0,0,44399182,1,0,0,0
44422,-38.4094,6.51395,62.1958,-15.8686,4.22509,41.9283,-0.857955,-0.16153,0.431642,-0.226951,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.444865,0,0,0,0,0,44400925,1,0,0,0
44424,-38.4361,6.52107,62.2664,-15.8629,4.23126,41.9532,-0.858352,-0.161424,0.430946,-0.226848,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.444403,0,0,0,0,0,44402625,1,0,0,0
44425,-38.4607,6.52763,62.3315,-15.8577,4.23695,41.9761,-0.858719,-0.161324,0.430304,-0.22675,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.443976,0,0,0,0,0,44404210,1,0,0,0
44427,-38.4855,6.53426,62.3971,-15.8525,4.24268,41.9992,-0.859087,-0.161226,0.429656,-0.226654,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.443549,0,0,0,0,0,44405823,1,0,0,0
44428,-38.5079,6.54026,62.4565,-15.8477,4.24788,42.0201,-0.859419,-0.161138,0.429069,-0.226566,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44316,0,0,0,0,0,44406292,1,0,0,0
44430,-38.5326,6.5469,62.5222,-15.8424,4.25355,42.043,-0.859786,-0.161038,0.428422,-0.22647,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.442739,0,0,0,0,0,44408948,1,0,0,0
44430,0,6.22597e-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44431,-38.5546,6.55281,62.5805,-15.8377,4.25868,42.0635,-0.860112,-0.160947,0.427849,-0.226384,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.442369,0,0,0,0,0,44409417,1,0,0,0
44433,-38.579,6.55937,62.6453,-15.8324,4.26433,42.0862,-0.860472,-0.160847,0.427212,-0.226289,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.44196,0,0,0,0,0,44412073,1,0,0,0
44434,-38.6007,6.56523,62.7031,-15.8277,4.26938,42.1064,-0.860794,-0.160757,0.426643,-0.226202,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.441593,0,0,0,0,0,44413479,1,0,0,0
44436,-38.6251,6.57181,62.7679,-15.8225,4.27501,42.1292,-0.861153,-0.160659,0.426002,-0.22611,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.441192,0,0,0,0,0,44415042,1,0,0,0
44438,-38.6473,6.57782,62.8272,-15.8177,4.28021,42.1498,-0.861482,-0.160566,0.42542,-0.226022,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.440819,0,0,0,0,0,44415511,1,0,0,0
44439,-38.6717,6.58442,62.8922,-15.8124,4.28592,42.1725,-0.861843,-0.160466,0.424778,-0.225923,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.440405,0,0,0,0,0,44418159,1,0,0,0
44441,-38.6959,6.59099,62.9568,-15.8071,4.29153,42.195,-0.862199,-0.160368,0.424143,-0.225829,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.440004,0,0,0,0,0,44419729,1,0,0,0
44442,-38.7204,6.59765,63.0223,-15.8018,4.29726,42.2178,-0.862559,-0.16027,0.423498,-0.225733,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.439596,0,0,0,0,0,44421292,1,0,0,0
44444,-38.7449,6.6043,63.0876,-15.7965,4.30297,42.2404,-0.862918,-0.16017,0.422856,-0.225633,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.439184,0,0,0,0,0,44422854,1,0,0,0
44445,-38.7672,6.61038,63.1472,-15.7916,4.30819,42.2612,-0.863246,-0.160079,0.422269,-0.225545,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.438816,0,0,0,0,0,44423323,1,0,0,0
44447,-38.7918,6.6171,63.2131,-15.7862,4.31397,42.2841,-0.863605,-0.159978,0.421625,-0.225444,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.438401,0,0,0,0,0,44424841,1,0,0,0
44447,0,6.22835e-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44448,-38.8139,6.62315,63.2724,-15.7813,4.31911,42.3047,-0.863929,-0.159887,0.421044,-0.225354,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.438036,0,0,0,0,0,44426425,1,0,0,0
44450,-38.8359,6.62917,63.3313,-15.7765,4.32423,42.3251,-0.864251,-0.159795,0.420464,-0.225267,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.43768,0,0,0,0,0,44427854,1,0,0,0
44451,-38.8559,6.63466,63.385,-15.7721,4.32893,42.3438,-0.864543,-0.159713,0.419937,-0.225188,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.437356,0,0,0,0,0,44429261,1,0,0,0
44452,-38.8779,6.64071,63.4442,-15.7671,4.33414,42.3643,-0.864865,-0.15962,0.419356,-0.2251,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.436998,0,0,0,0,0,44430603,1,0,0,0
44454,-38.8976,6.64613,63.4972,-15.7628,4.33878,42.3826,-0.865152,-0.15954,0.418836,-0.225022,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.436682,0,0,0,0,0,44432041,1,0,0,0
44455,-38.9197,6.65222,63.5566,-15.7579,4.34395,42.4031,-0.865474,-0.159449,0.418252,-0.224934,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.436325,0,0,0,0,0,44433323,1,0,0,0
44456,-38.9375,6.65711,63.6044,-15.7539,4.34809,42.4196,-0.865734,-0.159376,0.417782,-0.224862,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.436034,0,0,0,0,0,44434729,1,0,0,0
44458,-38.9592,6.66312,63.663,-15.7491,4.3532,42.4398,-0.866051,-0.159287,0.417204,-0.224774,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.435681,0,0,0,0,0,44435887,1,0,0,0
44459,-38.9811,6.66918,63.722,-15.7442,4.35838,42.4601,-0.86637,-0.159196,0.416625,-0.224686,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.435329,0,0,0,0,0,44437325,1,0,0,0
44461,-39.0031,6.67527,63.7814,-15.7392,4.36353,42.4806,-0.866689,-0.159107,0.416042,-0.224596,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.434969,0,0,0,0,0,44438764,1,0,0,0
44462,-39.0233,6.68087,63.8358,-15.7346,4.36831,42.4993,-0.866982,-0.159024,0.415508,-0.224515,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.434647,0,0,0,0,0,44440198,1,0,0,0
44463,-39.0452,6.68694,63.8949,-15.7298,4.37348,42.5196,-0.8673,-0.158932,0.414928,-0.224423,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.434291,0,0,0,0,0,44441484,1,0,0,0
44463,0,6.23059e-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44465,-39.0673,6.69309,63.9546,-15.7248,4.37868,42.5401,-0.867621,-0.158841,0.414341,-0.224331,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.43393,0,0,0,0,0,44442922,1,0,0,0
44466,-39.0892,6.6992,64.014,-15.7198,4.38385,42.5605,-0.867939,-0.158751,0.41376,-0.224239,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.433571,0,0,0,0,0,44444204,1,0,0,0
44468,-39.111,6.70529,64.073,-15.7149,4.38903,42.5808,-0.868254,-0.158659,0.413182,-0.22415,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.433227,0,0,0,0,0,44445642,1,0,0,0
44469,-39.1303,6.71067,64.1253,-15.7105,4.39357,42.5987,-0.868533,-0.158578,0.41267,-0.224071,-0.00378574,-0.000570033,0.000509565,-0.00078304,-0.004306,0.00642185,293.402,0.432922,0,0,0,0,0,44447064,1,0,0,0
