ts_ms,av_state,av_timestamp,navSensors.imu[0].accel_x,navSensors.imu[0].accel_y,navSensors.imu[0].accel_z,navSensors.imu[0].gyro_x,navSensors.imu[0].gyro_y,navSensors.imu[0].gyro_z,navSensors.imu[0].temperature,navSensors.imu[0].timestamp_us,navSensors.imu[1].accel_x,navSensors.imu[1].accel_y,navSensors.imu[1].accel_z,navSensors.imu[1].gyro_x,navSensors.imu[1].gyro_y,navSensors.imu[1].gyro_z,navSensors.imu[1].temperature,navSensors.imu[1].timestamp_us,navSensors.imu[2].accel_x,navSensors.imu[2].accel_y,navSensors.imu[2].accel_z,navSensors.imu[2].gyro_x,navSensors.imu[2].gyro_y,navSensors.imu[2].gyro_z,navSensors.imu[2].temperature,navSensors.imu[2].timestamp_us,navSensors.imu[3].accel_x,navSensors.imu[3].accel_y,navSensors.imu[3].accel_z,navSensors.imu[3].gyro_x,navSensors.imu[3].gyro_y,navSensors.imu[3].gyro_z,navSensors.imu[3].temperature,navSensors.imu[3].timestamp_us,navSensors.bmp.temperature,navSensors.bmp.pressure,navSensors.bmp_aux.temperature,navSensors.bmp_aux.pressure,navSensors.bmp_3.temperature,navSensors.bmp_3.pressure,navSensors.bmp_4.temperature,navSensors.bmp_4.pressure,navigationData.position_kalman.x,navigationData.position_kalman.y,navigationData.position_kalman.z,navigationData.speed.x,navigationData.speed.y,navigationData.speed.z,navigationData.accel.x,navigationData.accel.y,navigationData.accel.z,navigationData.attitude.x,navigationData.attitude.y,navigationData.attitude.z,navigationData.course,navigationData.altitude,navigationData.baro.temperature,navigationData.baro.pressure,event.command_updated,event.calibrated,event.dpr_eth_ready,event.dpr_eth_pressure_ok,event.dpr_lox_ready,event.dpr_lox_pressure_ok,event.prb_ready,event.trb_ready,event.ignited,event.seperated,event.chute_unreefed,event.ignition_failed,event.catastrophic_failure,event.timer_launch_delay,event.cut_off_detected,event.apogee_detected,event.touchdown_detected,event.vertical_acc_hold,event.imu_liftoff_detected
10759,INIT,10759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACC_HOLD_NOT_ELAPSED,0
10782,INIT,10782,-0.489614,0.0131681,-9.5385,0.00399474,0.00253,-0.00213053,301.525,10759367,-0.415394,-0.181959,-9.62828,-0.00732369,-0.000798948,0.0117179,301.837,10759377,-0.477643,-0.0981623,-9.6642,-0.0122505,0.0115848,0.01265,303.587,10759378,-0.398635,-0.0143652,-9.79468,-0.00266316,-0.00506001,-0.00466053,299.962,10759379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.398635,-0.0143652,-9.79468,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACC_HOLD_NOT_ELAPSED,0
11629,INIT,11629,-0.531513,-0.183156,-9.60913,-0.00119842,-0.000932106,0.00812264,301.587,11661509,-0.457293,-0.122104,-9.57561,-0.00652474,0.00279632,-0.00133158,302.025,11668831,-0.559046,-0.12809,-9.56244,-0.00346211,-0.00492685,0.000133158,303.712,11666456,-0.471658,-0.134075,-9.64744,-0.00599211,-0.000798948,-0.00226369,299.962,11649971,34.1876,98004.9,33.5596,98012.1,34.1849,98030,34.2939,98032.1,0,0,0,0,0,0,-0.471658,-0.134075,-9.64744,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACC_HOLD_NOT_ELAPSED,0
11645,INIT,11645,-0.409408,-0.0993594,-9.54927,0.00346211,0.00639159,0.00319579,301.837,11680965,-0.505177,-0.140061,-9.52892,-0.0057258,-0.00439422,-0.00585895,302.275,11687662,-0.490811,-0.0646434,-9.64744,0.00372843,0.00479369,0.0138484,303.65,11684506,-0.399832,-0.129287,-9.68335,-0.0015979,0.00292948,-0.00239685,300.025,11665498,34.1876,98004.9,33.5596,98012.1,34.1849,98030,34.2939,98032.1,0,0,0,0,0,0,-0.464475,-0.0694318,-9.71567,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACC_HOLD_NOT_ELAPSED,0
11661,INIT,11661,-0.493206,-0.0969652,-9.60793,-0.00253,0.0082558,-0.00585895,301.9,11696035,-0.544681,-0.142455,-9.56124,-0.00972054,0.0066579,0.0137153,301.65,11703044,-0.430956,-0.217872,-9.70011,0.00066579,0.00346211,0.00253,303.775,11699732,-0.397437,-0.143652,-9.77553,0.00705738,0.00599211,0.00772317,299.837,11678620,34.1876,98004.9,33.5596,98012.1,34.1849,98030,34.2939,98032.1,0,0,0,0,0,0,-0.464475,-0.0694318,-9.71567,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACC_HOLD_NOT_ELAPSED,0
11677,INIT,11677,-0.45011,-0.166397,-9.60195,0.0105195,0.00266316,0.00625843,301.837,11710668,-0.527921,-0.154426,-9.53012,-0.00519316,0.000932106,0.00266316,301.962,11717834,-0.483629,-0.216675,-9.62708,0.00972054,-0.00253,-0.00133158,303.9,11714521,-0.447716,-0.160412,-9.71447,-0.00359527,-0.00319579,-0.000932106,299.962,11691461,34.1876,98004.9,33.5596,98012.1,34.1849,98030,34.2939,98032.1,0,0,0,0,0,0,-0.464475,-0.0694318,-9.71567,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACC_HOLD_NOT_ELAPSED,0
11693,INIT,11693,-0.448913,-0.0993594,-9.59476,0.00639159,-0.0111853,0.00625843,301.837,11725802,-0.543484,-0.0921768,-9.55646,-0.00452737,-0.00838896,-0.00213053,302.025,11733124,-0.416591,-0.107739,-9.62948,0.00439422,-0.000399474,0.0143811,303.775,11729811,-0.398635,-0.174777,-9.73482,0.0041279,0.00426106,0,299.962,11704870,34.1876,98004.9,33.5596,98012.1,34.1849,98030,34.2939,98032.1,0,0,0,0,0,0,-0.464475,-0.0694318,-9.71567,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACC_HOLD_NOT_ELAPSED,0
11709,INIT,11709,-0.439336,-0.0897826,-9.59117,0.0057258,-0.00346211,0.00439422,301.837,11740310,-0.536301,-0.117316,-9.58998,-0.0117179,0.00066579,-0.00559264,302.087,11747789,-0.51595,-0.148441,-9.68095,-0.00066579,0.00545948,-0.0082558,303.587,11744476,-0.407014,-0.120907,-9.70969,-0.000133158,0.00266316,-0.00119842,299.962,11717523,34.1456,98003.5,33.5315,98013.3,34.1475,98024.7,34.2567,98029.2,0,0,0,0,0,0,-0.464475,-0.0694318,-9.71567,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACC_HOLD_NOT_ELAPSED,0
11725,INIT,11725,-0.411803,-0.0682347,-9.67018,-0.00186421,0.00106526,0.0127832,301.775,11755380,-0.374693,-0.132878,-9.7025,-0.00852212,0.00492685,-0.00798948,301.837,11763171,-0.460884,-0.0969652,-9.68095,0.00705738,0.000399474,-0.00386158,303.587,11759702,-0.438139,-0.205901,-9.74081,0.00253,0.00612527,0.0115848,299.962,11730676,34.1456,98003.5,33.5315,98013.3,34.1475,98024.7,34.2567,98029.2,0,0,0,0,0,0,-0.464475,-0.0694318,-9.71567,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACC_HOLD_NOT_ELAPSED,0
11741,INIT,11741,-0.494403,-0.0059855,-9.58758,0.0057258,-0.00745685,-0.00146474,301.837,11770294,-0.520739,-0.130484,-9.58279,-0.00852212,-0.00452737,0.0125169,301.65,11778241,-0.531513,-0.113725,-9.60075,0.00798948,0.0015979,0.00972054,303.9,11774772,-0.434548,-0.154426,-9.74081,-0.00932106,0.000532632,-0.00346211,299.837,11743766,34.1456,98003.5,33.5315,98013.3,34.1475,98024.7,34.2567,98029.2,0,0,0,0,0,0,-0.464475,-0.0694318,-9.71567,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACC_HOLD_NOT_ELAPSED,0
11757,INIT,11757,-0.393846,-0.130484,-9.52294,0.00186421,-0.00306264,0.00186421,301.837,11784834,-0.469264,-0.167594,-9.58638,-0.01012,0.00519316,0.00639159,301.837,11792938,-0.497994,-0.141258,-9.61511,-0.00439422,-0.000798948,-0.01012,303.712,11789625,-0.454898,-0.138864,-9.64504,-0.0125169,-0.00452737,0.00332895,299.837,11757053,34.1363,98007.9,33.5174,98011.3,34.1428,98030.3,34.2567,98034,0,0,0,0,0,0,-0.464475,-0.0694318,-9.71567,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACC_HOLD_NOT_ELAPSED,0
11773,INIT,11773,-0.420182,-0.059855,-9.54808,0.00292948,0.00066579,0.00625843,302.025,11799936,-0.519542,-0.106542,-9.59476,0.000932106,0.00639159,0.000266316,302.087,11808196,-0.463278,-0.143652,-9.663,-0.0137153,0.00798948,-0.0122505,303.712,11804727,-0.447716,-0.132878,-9.81623,-0.00279632,-0.000798948,-0.000266316,299.837,11773024,34.1363,98007.9,33.5174,98011.3,34.1428,98030.3,34.2567,98034,0,0,0,0,0,0,-0.464475,-0.0694318,-9.71567,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACC_HOLD_NOT_ELAPSED,0
11789,INIT,11789,-0.488417,-0.138864,-9.64863,-0.00852212,0.0015979,-0.00452737,301.775,11815006,-0.468066,-0.126893,-9.63187,-0.000798948,0.000133158,0.00173105,301.9,11823422,-0.543484,-0.123301,-9.73363,0.0107858,0,-0.00226369,303.775,11819953,-0.395043,-0.136469,-9.73842,0.00772317,0.000798948,0.000532632,299.962,11789381,34.1363,98007.9,33.5174,98011.3,34.1428,98030.3,34.2567,98034,0,0,0,0,0,0,-0.464475,-0.0694318,-9.71567,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACC_HOLD_NOT_ELAPSED,0
11805,INIT,11805,-0.415394,-0.0754174,-9.68694,0.00506001,0.00386158,0.00599211,301.65,11829483,-0.545878,-0.15682,-9.55646,-0.00785633,-0.01265,-0.0041279,301.837,11838055,-0.465672,-0.113725,-9.60314,-0.00173105,-0.00239685,-0.0131826,303.712,11834586,-0.439336,-0.120907,-9.67856,0.00372843,0.00146474,0.00386158,299.962,11804834,34.1363,98007.9,33.5174,98011.3,34.1428,98030.3,34.2567,98034,0,0,0,0,0,0,-0.464475,-0.0694318,-9.71567,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACC_HOLD_NOT_ELAPSED,0
11821,INIT,11821,-0.454898,-0.0969652,-9.63666,0.00146474,-0.0181095,-0.000798948,301.775,11844336,-0.465672,-0.1652,-9.68215,-0.00865527,-0.000266316,-0.00532632,301.962,11853220,-0.434548,-0.122104,-9.60434,-0.00705738,0.00759001,0.00133158,303.9,11849752,-0.444124,-0.175974,-9.72405,-0.00133158,0.00452737,-0.00972054,299.837,11821037,34.1316,98006.2,33.5034,98011.6,34.1334,98028.8,34.2474,98033.1,0,0,0,0,0,0,-0.464475,-0.0694318,-9.71567,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACC_HOLD_NOT_ELAPSED,0
11837,INIT,11837,-0.505177,-0.0706289,-9.62948,-0.00386158,-0.00306264,0.00226369,301.587,11859562,-0.525527,-0.132878,-9.58998,0.000266316,0.00186421,0.00253,301.962,11868603,-0.538695,-0.152032,-9.72046,0.000399474,0.00332895,-0.000798948,303.712,11865134,-0.329203,-0.113725,-9.74201,-0.00199737,0.00292948,-0.00519316,299.837,11837190,34.1316,98006.2,33.5034,98011.6,34.1334,98028.8,34.2474,98033.1,0,0,0,0,0,0,-0.464475,-0.0694318,-9.71567,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACC_HOLD_NOT_ELAPSED,0
11853,INIT,11853,-0.456095,-0.122104,-9.55765,-0.00492685,0.00372843,-0.00759001,301.712,11874475,-0.519542,-0.0730232,-9.64863,-0.00519316,-0.00173105,0.0103863,302.025,11883672,-0.477643,-0.131681,-9.65342,-0.000266316,0.0117179,-0.00279632,303.775,11880204,-0.454898,-0.180762,-9.72285,-0.00452737,0.000266316,0.00492685,299.837,11853398,34.1316,98006.2,33.5034,98011.6,34.1334,98028.8,34.2474,98033.1,0,0,0,0,0,0,-0.464475,-0.0694318,-9.71567,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACC_HOLD_NOT_ELAPSED,0
11869,INIT,11869,-0.435745,-0.113725,-9.63666,-0.00532632,-0.00133158,-0.00519316,301.65,11888952,-0.468066,-0.123301,-9.61033,-0.00226369,0.000133158,0.00532632,302.025,11898462,-0.503979,-0.214281,-9.62469,-0.0041279,0.00732369,0.0167779,303.9,11894837,-0.476446,-0.105345,-9.70609,0.00213053,-0.00692422,0.00359527,299.9,11869017,34.1316,98006.2,33.5034,98011.6,34.1334,98028.8,34.2474,98033.1,0,0,0,0,0,0,-0.464475,-0.0694318,-9.71567,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACC_HOLD_NOT_ELAPSED,0
11885,INIT,11885,-0.444124,-0.0251391,-9.55406,0.00292948,-0.00332895,0.00106526,301.587,11903962,-0.468066,-0.141258,-9.5397,-0.000266316,0.00066579,-0.00452737,301.837,11913627,-0.542287,-0.155623,-9.58998,-0.000133158,0.00279632,-0.0179763,303.9,11910002,-0.470461,-0.138864,-9.75039,0.00066579,0.00625843,0.000266316,300.4,11885066,34.1316,98006.8,33.5081,98012.7,34.1241,98027.9,34.2381,98028.7,0,0,0,0,0,0,-0.464475,-0.0694318,-9.71567,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACC_HOLD_NOT_ELAPSED,0
11901,INIT,11901,-0.500388,-0.155623,-9.63307,0.00679106,-0.00612527,0.0127832,301.712,11919031,-0.538695,-0.191536,-9.5373,-0.00266316,0.00306264,0.00359527,302.15,11928853,-0.45011,-0.155623,-9.63546,-0.00426106,-0.00186421,-0.00745685,303.9,11925228,-0.389058,-0.136469,-9.73004,-0.000266316,-0.00506001,-0.000932106,299.837,11901144,34.1316,98006.8,33.5081,98012.7,34.1241,98027.9,34.2381,98028.7,0,0,0,0,0,0,-0.464475,-0.0694318,-9.71567,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACC_HOLD_NOT_ELAPSED,0
11917,INIT,11917,-0.493206,-0.155623,-9.64025,0.00559264,0.00812264,0.0162453,301.712,11933664,-0.51595,-0.148441,-9.55406,0.00372843,0.00306264,-0.0015979,302.15,11943643,-0.543484,-0.117316,-9.65222,-0.00719053,0.00852212,0.00612527,303.775,11940018,-0.348356,-0.117316,-9.72285,0.00745685,0.00266316,-0.00226369,299.837,11917053,34.1316,98006.8,33.5081,98012.7,34.1241,98027.9,34.2381,98028.7,0,0,0,0,0,0,-0.464475,-0.0694318,-9.71567,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACC_HOLD_NOT_ELAPSED,0
11933,INIT,11933,-0.484826,-0.0873884,-9.66779,0.0130495,0.00745685,-0.00239685,301.587,11948578,-0.438139,-0.047884,-9.55526,0.00785633,-0.00239685,0.00612527,302.025,11958712,-0.472855,-0.159214,-9.64265,-0.000532632,-0.00119842,-0.00559264,303.775,11955087,-0.453701,-0.131681,-9.75039,-0.00545948,0.00865527,0.00759001,299.837,11933090,34.1316,98006.8,33.5081,98012.7,34.1241,98027.9,34.2381,98028.7,0,0,0,0,0,0,-0.464475,-0.0694318,-9.71567,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACC_HOLD_NOT_ELAPSED,0
11949,INIT,11949,-0.456095,-0.110133,-9.55047,0.00679106,0.00372843,-0.00426106,301.462,11963587,-0.523133,-0.0275333,-9.56124,-0.0110521,-0.00426106,-0.00719053,301.837,11973878,-0.512359,-0.147243,-9.68574,0.000133158,-0.00253,-0.00372843,303.775,11970253,-0.505177,-0.0837971,-9.65342,-0.00599211,-0.000399474,0.00639159,300.025,11948995,34.127,98005.8,33.5174,98016,34.1287,98027.8,34.2381,98032.2,0,0,0,0,0,0,-0.464475,-0.0694318,-9.71567,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACC_HOLD_NOT_ELAPSED,0
11965,INIT,11965,-0.459687,-0.148441,-9.50139,0.0110521,-0.00386158,0.00292948,301.525,11978657,-0.489614,-0.20231,-9.61511,-0.00266316,-0.00519316,-0.00918791,301.837,11989104,-0.474052,-0.160412,-9.65582,-0.0117179,0.00679106,0.0041279,303.65,11985479,-0.378284,-0.122104,-9.68694,-0.00532632,-0.00798948,-0.00439422,299.962,11965338,34.127,98005.8,33.5174,98016,34.1287,98027.8,34.2381,98032.2,0,0,0,0,0,0,-0.464475,-0.0694318,-9.71567,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACC_HOLD_NOT_ELAPSED,0
11981,INIT,11981,-0.468066,-0.104148,-9.58638,-0.00625843,0.00253,0.0130495,301.775,11993134,-0.551863,-0.140061,-9.55047,-0.00479369,0.00492685,0.00133158,301.837,12003893,-0.505177,-0.118513,-9.64504,0.000133158,0.00945422,0.00705738,303.775,12000268,-0.471658,-0.0957681,-9.73961,-0.00625843,0.00119842,0.000532632,299.962,11981040,34.127,98005.8,33.5174,98016,34.1287,98027.8,34.2381,98032.2,0,0,0,0,0,0,-0.464475,-0.0694318,-9.71567,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACC_HOLD_NOT_ELAPSED,0
11997,INIT,11997,-0.429759,-0.142455,-9.50378,-0.00253,0.00519316,0.00599211,301.837,12008204,-0.500388,-0.140061,-9.62828,-0.00386158,-0.000532632,0.0195742,301.837,12019119,-0.508768,-0.135272,-9.58399,0.00133158,0.00426106,-0.000266316,303.587,12015338,-0.420182,-0.141258,-9.73961,0.00652474,-0.00346211,0.0110521,300.025,11997208,34.127,98005.8,33.5174,98016,34.1287,98027.8,34.2381,98032.2,0,0,0,0,0,0,-0.464475,-0.0694318,-9.71567,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACC_HOLD_NOT_ELAPSED,0
12013,INIT,12013,-0.475249,-0.0335188,-9.56244,0.0057258,0.00519316,0.00599211,301.837,12023213,-0.506374,-0.142455,-9.55406,0.00266316,-0.00878843,0.00932106,301.962,12034285,-0.474052,-0.158017,-9.58758,0.00319579,0.00439422,0.00705738,303.775,12030504,-0.407014,-0.112527,-9.63427,-0.00066579,0.00199737,0.00292948,299.962,12013161,34.1363,98008.5,33.5034,98013.4,34.1287,98029,34.2474,98032.5,0,0,0,0,0,0,-0.464475,-0.0694318,-9.71567,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACC_HOLD_NOT_ELAPSED,0
12029,INIT,12029,-0.403423,-0.106542,-9.60314,0.00386158,0.00426106,0.00186421,301.587,12037690,-0.490811,-0.137667,-9.60673,-0.00705738,-0.00332895,-0.00692422,301.9,12049074,-0.4956,-0.0873884,-9.65222,0.00279632,-0.0117179,0.0125169,303.837,12045293,-0.523133,-0.105345,-9.67018,-0.00772317,-0.00133158,-0.00732369,299.962,12028826,34.1363,98008.5,33.5034,98013.4,34.1287,98029,34.2474,98032.5,0,0,0,0,0,0,-0.464475,-0.0694318,-9.71567,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACC_HOLD_NOT_ELAPSED,0
12045,INIT,12045,-0.433351,-0.0275333,-9.64744,0.00253,-0.0015979,0.0066579,301.837,12052760,-0.594959,-0.071826,-9.54449,-0.00625843,0.00332895,0.00639159,301.962,12064144,-0.452504,-0.187945,-9.63427,0.00173105,0.00452737,-0.00399474,303.712,12060363,-0.48722,-0.112527,-9.6642,-0.00466053,-0.0066579,0.00466053,299.775,12045078,34.1363,98008.5,33.5034,98013.4,34.1287,98029,34.2474,98032.5,0,0,0,0,0,0,-0.464475,-0.0694318,-9.71567,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACC_HOLD_NOT_ELAPSED,0
12061,INIT,12061,-0.391452,-0.0993594,-9.61631,-0.00612527,-0.00972054,-0.00492685,301.775,12066559,-0.511162,-0.126893,-9.50857,-0.01265,-0.00905475,-0.00639159,302.025,12078412,-0.525527,-0.106542,-9.68574,-0.00386158,-0.00532632,-0.00639159,303.712,12074943,-0.481235,-0.184354,-9.70729,0.0041279,0.00332895,-0.00239685,299.837,12060531,34.1363,98008.5,33.5034,98013.4,34.1287,98029,34.2474,98032.5,0,0,0,0,0,0,-0.481235,-0.184354,-9.70729,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACC_HOLD_NOT_ELAPSED,0
12081,INIT,12081,-0.464475,-0.107739,-9.63906,0.00292948,0.000133158,-0.00612527,301.587,12082056,-0.472855,-0.154426,-9.63906,-0.0121174,0.00625843,0.00918791,302.275,12094690,-0.503979,-0.136469,-9.72285,-0.000399474,-0.00319579,0.0106526,303.9,12091534,-0.463278,-0.0873884,-9.64025,0.00625843,-0.00745685,0,300.087,12078159,34.1223,98002.3,33.5034,98012.2,34.1287,98026.6,34.2428,98035.7,0,0,0,0,0,0,-0.463278,-0.0873884,-9.64025,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACC_HOLD_NOT_ELAPSED,0
12105,INIT,12105,-0.442927,-0.0873884,-9.63068,0.00106526,-0.00239685,-0.00705738,301.587,12103991,-0.509965,-0.0742203,-9.64983,-0.0066579,0.00066579,0.00199737,301.9,12117250,-0.497994,-0.147243,-9.6223,-0.00372843,0.00186421,0.00998685,303.837,12114563,-0.45849,-0.162806,-9.75278,-0.0057258,-0.00226369,-0.0098537,299.837,12101692,34.1549,98011.5,33.5221,98014.1,34.1381,98027.4,34.2613,98032.1,0,0,0,0,0,0,-0.45849,-0.162806,-9.75278,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACC_HOLD_NOT_ELAPSED,0
12125,INIT,12125,-0.454898,-0.035913,-9.57202,0.00133158,-0.00306264,0.0181095,301.587,12122677,-0.48722,-0.161609,-9.578,-0.00239685,-0.00332895,0.00692422,301.837,12136249,-0.472855,-0.0586579,-9.63427,-0.00479369,0.00266316,0.00532632,303.587,12133874,-0.438139,-0.0610521,-9.69652,-0.00692422,0.00519316,0.00838896,299.712,12121131,34.1549,98011.5,33.5221,98014.1,34.1381,98027.4,34.2613,98032.1,0,0,0,0,0,0,-0.438139,-0.0610521,-9.69652,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACC_HOLD_NOT_ELAPSED,0
12224,INIT,12224,-0.514753,-0.0562637,-9.51815,0.0133158,-0.00226369,0.00106526,301.837,12223575,-0.447716,-0.0933739,-9.578,-0.00945422,0.00372843,0.00186421,302.087,12238084,-0.440533,-0.158017,-9.65103,-0.00426106,0.00386158,0.0015979,303.9,12235084,-0.401029,-0.136469,-9.61631,0.00239685,0.00199737,0.00705738,299.9,12220858,34.2016,98002.8,33.5643,98009,34.1943,98029.6,34.3125,98032.1,0,0,0,0,0,0,-0.401029,-0.136469,-9.61631,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACC_HOLD_NOT_ELAPSED,0
12243,INIT,12243,-0.428562,-0.129287,-9.5816,0.00266316,-0.00492685,-0.000798948,301.712,12243479,-0.511162,-0.147243,-9.59955,-0.00719053,-0.00759001,0.00466053,301.962,12257988,-0.545878,-0.155623,-9.67018,-0.00146474,-0.000133158,-0.00466053,303.962,12254832,-0.492008,-0.148441,-9.64145,0.00519316,-0.000532632,0.00692422,300.087,12240173,34.2063,98005,33.5925,98014.2,34.213,98031.4,34.3171,98031.9,0,0,0,0,0,0,-0.492008,-0.148441,-9.64145,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACC_HOLD_NOT_ELAPSED,0
12262,INIT,12262,-0.408211,-0.106542,-9.58399,0.00386158,-0.00372843,-0.00679106,301.9,12263976,-0.507571,-0.205901,-9.5373,-0.00705738,-0.00106526,0.0113184,302.087,12278485,-0.579397,-0.160412,-9.57441,-0.00719053,0.0107858,-0.00492685,303.712,12275017,-0.409408,-0.104148,-9.63786,-0.00772317,-0.00625843,0.00319579,300.025,12259722,34.2063,98005,33.5925,98014.2,34.213,98031.4,34.3171,98031.9,0,0,0,0,0,0,-0.409408,-0.104148,-9.63786,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACC_HOLD_NOT_ELAPSED,0
12279,INIT,12279,-0.486023,-0.0778116,-9.65462,0.00719053,-0.000399474,0.00253,301.837,12282033,-0.539892,-0.184354,-9.54808,-0.0146474,0.00186421,0.00106526,301.837,12296386,-0.519542,-0.143652,-9.6211,0.00186421,-0.00332895,0.00852212,304.025,12292449,-0.454898,-0.19393,-9.73363,0.00306264,0.00372843,-0.00226369,299.837,12277269,34.2063,98005,33.5925,98014.2,34.213,98031.4,34.3171,98031.9,0,0,0,0,0,0,-0.454898,-0.19393,-9.73363,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACC_HOLD_NOT_ELAPSED,0
12296,INIT,12296,-0.506374,-0.113725,-9.6642,0.00146474,0.00106526,0.00932106,301.775,12296841,-0.436942,-0.120907,-9.5373,-0.0175769,-0.0102532,0.00719053,301.775,12311663,-0.44173,-0.131681,-9.64504,0.00066579,-0.00306264,0.000399474,303.712,12308038,-0.423774,-0.160412,-9.74081,-0.00319579,-0.00798948,-0.00226369,299.962,12293535,34.2063,98005,33.5925,98014.2,34.213,98031.4,34.3171,98031.9,0,0,0,0,0,0,-0.423774,-0.160412,-9.74081,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACC_HOLD_NOT_ELAPSED,0
12315,INIT,12315,-0.489614,-0.161609,-9.56124,0.0066579,-0.00253,0.0041279,301.837,12314057,-0.456095,-0.162806,-9.55526,-0.00332895,0.00972054,0.00319579,301.837,12329191,-0.481235,-0.131681,-9.60075,-0.00372843,0.00785633,-0.00639159,303.65,12325723,-0.448913,-0.141258,-9.70729,-0.00186421,-0.00745685,0.0041279,300.025,12311788,34.1689,98004.7,33.555,98012.8,34.1802,98028.3,34.2892,98032.9,0,0,0,0,0,0,-0.448913,-0.141258,-9.70729,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACC_HOLD_NOT_ELAPSED,0
